"date","item_id","total_daily"
"2015-06-17","FOODS_3_090",429
"2015-06-17","FOODS_3_202",1
"2015-06-17","FOODS_3_226",142
"2015-06-17","FOODS_3_252",243
"2015-06-17","FOODS_3_555",149
"2015-06-17","FOODS_3_586",390
"2015-06-17","FOODS_3_587",223
"2015-06-17","FOODS_3_694",148
"2015-06-17","FOODS_3_714",187
"2015-06-17","FOODS_3_723",133
"2015-06-18","FOODS_3_090",507
"2015-06-18","FOODS_3_202",1
"2015-06-18","FOODS_3_226",162
"2015-06-18","FOODS_3_252",323
"2015-06-18","FOODS_3_555",207
"2015-06-18","FOODS_3_586",450
"2015-06-18","FOODS_3_587",247
"2015-06-18","FOODS_3_694",176
"2015-06-18","FOODS_3_714",175
"2015-06-18","FOODS_3_723",171
"2015-06-19","FOODS_3_090",662
"2015-06-19","FOODS_3_202",0
"2015-06-19","FOODS_3_226",213
"2015-06-19","FOODS_3_252",375
"2015-06-19","FOODS_3_555",246
"2015-06-19","FOODS_3_586",447
"2015-06-19","FOODS_3_587",246
"2015-06-19","FOODS_3_694",193
"2015-06-19","FOODS_3_714",233
"2015-06-19","FOODS_3_723",224
"2015-06-20","FOODS_3_090",883
"2015-06-20","FOODS_3_202",1
"2015-06-20","FOODS_3_226",224
"2015-06-20","FOODS_3_252",562
"2015-06-20","FOODS_3_555",268
"2015-06-20","FOODS_3_586",605
"2015-06-20","FOODS_3_587",270
"2015-06-20","FOODS_3_694",236
"2015-06-20","FOODS_3_714",291
"2015-06-20","FOODS_3_723",293
"2015-06-21","FOODS_3_090",859
"2015-06-21","FOODS_3_202",2
"2015-06-21","FOODS_3_226",196
"2015-06-21","FOODS_3_252",452
"2015-06-21","FOODS_3_555",259
"2015-06-21","FOODS_3_586",592
"2015-06-21","FOODS_3_587",238
"2015-06-21","FOODS_3_694",203
"2015-06-21","FOODS_3_714",229
"2015-06-21","FOODS_3_723",238
"2015-06-22","FOODS_3_090",484
"2015-06-22","FOODS_3_202",0
"2015-06-22","FOODS_3_226",154
"2015-06-22","FOODS_3_252",283
"2015-06-22","FOODS_3_555",138
"2015-06-22","FOODS_3_586",377
"2015-06-22","FOODS_3_587",254
"2015-06-22","FOODS_3_694",160
"2015-06-22","FOODS_3_714",141
"2015-06-22","FOODS_3_723",105
"2015-06-23","FOODS_3_090",494
"2015-06-23","FOODS_3_202",7
"2015-06-23","FOODS_3_226",141
"2015-06-23","FOODS_3_252",285
"2015-06-23","FOODS_3_555",175
"2015-06-23","FOODS_3_586",408
"2015-06-23","FOODS_3_587",212
"2015-06-23","FOODS_3_694",156
"2015-06-23","FOODS_3_714",152
"2015-06-23","FOODS_3_723",152
"2015-06-24","FOODS_3_090",461
"2015-06-24","FOODS_3_202",0
"2015-06-24","FOODS_3_226",158
"2015-06-24","FOODS_3_252",346
"2015-06-24","FOODS_3_555",193
"2015-06-24","FOODS_3_586",385
"2015-06-24","FOODS_3_587",172
"2015-06-24","FOODS_3_694",138
"2015-06-24","FOODS_3_714",180
"2015-06-24","FOODS_3_723",149
"2015-06-25","FOODS_3_090",506
"2015-06-25","FOODS_3_202",2
"2015-06-25","FOODS_3_226",163
"2015-06-25","FOODS_3_252",314
"2015-06-25","FOODS_3_555",210
"2015-06-25","FOODS_3_586",459
"2015-06-25","FOODS_3_587",194
"2015-06-25","FOODS_3_694",138
"2015-06-25","FOODS_3_714",195
"2015-06-25","FOODS_3_723",123
"2015-06-26","FOODS_3_090",650
"2015-06-26","FOODS_3_202",0
"2015-06-26","FOODS_3_226",148
"2015-06-26","FOODS_3_252",383
"2015-06-26","FOODS_3_555",199
"2015-06-26","FOODS_3_586",478
"2015-06-26","FOODS_3_587",214
"2015-06-26","FOODS_3_694",168
"2015-06-26","FOODS_3_714",171
"2015-06-26","FOODS_3_723",203
"2015-06-27","FOODS_3_090",752
"2015-06-27","FOODS_3_202",0
"2015-06-27","FOODS_3_226",195
"2015-06-27","FOODS_3_252",447
"2015-06-27","FOODS_3_555",232
"2015-06-27","FOODS_3_586",597
"2015-06-27","FOODS_3_587",260
"2015-06-27","FOODS_3_694",194
"2015-06-27","FOODS_3_714",249
"2015-06-27","FOODS_3_723",200
"2015-06-28","FOODS_3_090",637
"2015-06-28","FOODS_3_202",0
"2015-06-28","FOODS_3_226",174
"2015-06-28","FOODS_3_252",381
"2015-06-28","FOODS_3_555",230
"2015-06-28","FOODS_3_586",559
"2015-06-28","FOODS_3_587",270
"2015-06-28","FOODS_3_694",184
"2015-06-28","FOODS_3_714",239
"2015-06-28","FOODS_3_723",161
"2015-06-29","FOODS_3_090",440
"2015-06-29","FOODS_3_202",4
"2015-06-29","FOODS_3_226",150
"2015-06-29","FOODS_3_252",265
"2015-06-29","FOODS_3_555",200
"2015-06-29","FOODS_3_586",397
"2015-06-29","FOODS_3_587",208
"2015-06-29","FOODS_3_694",133
"2015-06-29","FOODS_3_714",180
"2015-06-29","FOODS_3_723",82
"2015-06-30","FOODS_3_090",416
"2015-06-30","FOODS_3_202",3
"2015-06-30","FOODS_3_226",150
"2015-06-30","FOODS_3_252",250
"2015-06-30","FOODS_3_555",205
"2015-06-30","FOODS_3_586",393
"2015-06-30","FOODS_3_587",204
"2015-06-30","FOODS_3_694",123
"2015-06-30","FOODS_3_714",182
"2015-06-30","FOODS_3_723",136
"2015-07-01","FOODS_3_090",521
"2015-07-01","FOODS_3_202",5
"2015-07-01","FOODS_3_226",177
"2015-07-01","FOODS_3_252",286
"2015-07-01","FOODS_3_555",183
"2015-07-01","FOODS_3_586",391
"2015-07-01","FOODS_3_587",222
"2015-07-01","FOODS_3_694",214
"2015-07-01","FOODS_3_714",206
"2015-07-01","FOODS_3_723",167
"2015-07-02","FOODS_3_090",553
"2015-07-02","FOODS_3_202",0
"2015-07-02","FOODS_3_226",203
"2015-07-02","FOODS_3_252",359
"2015-07-02","FOODS_3_555",234
"2015-07-02","FOODS_3_586",508
"2015-07-02","FOODS_3_587",216
"2015-07-02","FOODS_3_694",222
"2015-07-02","FOODS_3_714",203
"2015-07-02","FOODS_3_723",216
"2015-07-03","FOODS_3_090",1050
"2015-07-03","FOODS_3_202",1
"2015-07-03","FOODS_3_226",270
"2015-07-03","FOODS_3_252",562
"2015-07-03","FOODS_3_555",350
"2015-07-03","FOODS_3_586",708
"2015-07-03","FOODS_3_587",307
"2015-07-03","FOODS_3_694",266
"2015-07-03","FOODS_3_714",287
"2015-07-03","FOODS_3_723",346
"2015-07-04","FOODS_3_090",934
"2015-07-04","FOODS_3_202",0
"2015-07-04","FOODS_3_226",208
"2015-07-04","FOODS_3_252",476
"2015-07-04","FOODS_3_555",282
"2015-07-04","FOODS_3_586",573
"2015-07-04","FOODS_3_587",177
"2015-07-04","FOODS_3_694",207
"2015-07-04","FOODS_3_714",247
"2015-07-04","FOODS_3_723",322
"2015-07-05","FOODS_3_090",564
"2015-07-05","FOODS_3_202",0
"2015-07-05","FOODS_3_226",209
"2015-07-05","FOODS_3_252",468
"2015-07-05","FOODS_3_555",246
"2015-07-05","FOODS_3_586",585
"2015-07-05","FOODS_3_587",285
"2015-07-05","FOODS_3_694",199
"2015-07-05","FOODS_3_714",240
"2015-07-05","FOODS_3_723",161
"2015-07-06","FOODS_3_090",487
"2015-07-06","FOODS_3_202",0
"2015-07-06","FOODS_3_226",186
"2015-07-06","FOODS_3_252",347
"2015-07-06","FOODS_3_555",212
"2015-07-06","FOODS_3_586",499
"2015-07-06","FOODS_3_587",291
"2015-07-06","FOODS_3_694",192
"2015-07-06","FOODS_3_714",207
"2015-07-06","FOODS_3_723",133
"2015-07-07","FOODS_3_090",469
"2015-07-07","FOODS_3_202",325
"2015-07-07","FOODS_3_226",189
"2015-07-07","FOODS_3_252",273
"2015-07-07","FOODS_3_555",206
"2015-07-07","FOODS_3_586",454
"2015-07-07","FOODS_3_587",290
"2015-07-07","FOODS_3_694",210
"2015-07-07","FOODS_3_714",193
"2015-07-07","FOODS_3_723",178
"2015-07-08","FOODS_3_090",503
"2015-07-08","FOODS_3_202",227
"2015-07-08","FOODS_3_226",174
"2015-07-08","FOODS_3_252",247
"2015-07-08","FOODS_3_555",214
